density_[g_m3],pressure_[GPa],temperature_cold_podolak_[K],temperature_hot_podolak_[K],radius_[m]
3.1028,211.76000000000002,2262.4,4064.2,1294800000.0
3.1102,212.83,2263.2,4064.9,1292300000.0
3.1175,213.91,2263.9,4065.7,1289700000.0
3.1248,214.99,2264.7,4066.4,1287200000.0
3.1322,216.06,2265.4,4067.1,1284600000.0
3.1395,217.14000000000001,2266.1,4067.8,1282100000.0
3.1467,218.22,2266.9,4068.6,1279600000.0
3.154,219.31,2267.6,4069.3,1277000000.0
3.1612,220.39000000000001,2268.3,4070.0,1274500000.0
3.1685,221.48000000000002,2269.0,4070.7,1271900000.0
3.1757,222.56,2269.8,4071.4,1269400000.0
3.1829,223.65,2270.5,4072.1,1266900000.0
3.19,224.74,2271.2,4072.8,1264300000.0
3.1972,225.83,2271.9,4073.5,1261800000.0
3.2043,226.92000000000002,2272.6,4074.2,1259300000.0
3.2114,228.02,2273.3,4074.9,1256700000.0
3.2185,229.11,2274.0,4075.6,1254200000.0
3.2256,230.21,2274.7,4076.3,1251600000.0
3.2327,231.3,2275.4,4077.0,1249100000.0
3.2397,232.4,2276.1,4077.6,1246600000.0
3.2467,233.5,2276.8,4078.3,1244000000.0
3.2537,234.60000000000002,2277.4,4079.0,1241500000.0
3.2607,235.70000000000002,2278.1,4079.7,1238900000.0
3.2676,236.81,2278.8,4080.3,1236400000.0
3.2746,237.91,2279.5,4081.0,1233900000.0
3.2815,239.02,2280.1,4081.7,1231300000.0
3.2884,240.12,2280.8,4082.3,1228800000.0
3.2953,241.23000000000002,2281.5,4083.0,1226300000.0
3.3021,242.34,2282.1,4083.6,1223700000.0
3.309,243.45000000000002,2282.8,4084.3,1221200000.0
3.3158,244.56,2283.4,4084.9,1218600000.0
3.3226,245.67000000000002,2284.1,4085.6,1216100000.0
3.3294,246.78,2284.7,4086.2,1213600000.0
3.3361,247.9,2285.4,4086.8,1211000000.0
3.3429,249.01000000000002,2286.0,4087.5,1208500000.0
3.3496,250.13,2286.7,4088.1,1205900000.0
3.3563,251.24,2287.3,4088.7,1203400000.0
3.363,252.36,2287.9,4089.4,1200900000.0
3.3696,253.48000000000002,2288.6,4090.0,1198300000.0
3.3763,254.60000000000002,2289.2,4090.6,1195800000.0
3.3829,255.72,2289.8,4091.2,1193200000.0
3.3895,256.84000000000003,2290.5,4091.9,1190700000.0
3.396,257.96000000000004,2291.1,4092.5,1188200000.0
3.4026,259.08,2291.7,4093.1,1185600000.0
3.4091,260.2,2292.3,4093.7,1183100000.0
3.4156,261.33,2292.9,4094.3,1180600000.0
3.4221,262.45,2293.5,4094.9,1178000000.0
3.4286,263.57,2294.1,4095.5,1175500000.0
3.435,264.7,2294.7,4096.1,1172900000.0
3.4415,265.82,2295.3,4096.7,1170400000.0
3.4479,266.95,2295.9,4097.3,1167900000.0
3.4543,268.08,2296.5,4097.9,1165300000.0
3.4606,269.21000000000004,2297.1,4098.5,1162800000.0
3.467,270.33,2297.7,4099.0,1160200000.0
3.4733,271.46000000000004,2298.3,4099.6,1157700000.0
3.4796,272.59000000000003,2298.9,4100.2,1155200000.0
3.4859,273.72,2299.5,4100.8,1152600000.0
3.4921,274.85,2300.1,4101.4,1150100000.0
3.4984,275.98,2300.6,4101.9,1147500000.0
3.5046,277.11,2301.2,4102.5,1145000000.0
3.5108,278.24,2301.8,4103.1,1142500000.0
3.5169,279.38,2302.4,4103.6,1139900000.0
3.5231,280.51,2302.9,4104.2,1137400000.0
3.5292,281.64,2303.5,4104.8,1134900000.0
3.5353,282.77000000000004,2304.1,4105.3,1132300000.0
3.5414,283.91,2304.6,4105.9,1129800000.0
3.5474,285.04,2305.2,4106.4,1127200000.0
3.5535,286.17,2305.8,4107.0,1124700000.0
3.5595,287.31,2306.3,4107.5,1122200000.0
3.5655,288.44,2306.9,4108.1,1119600000.0
3.5715,289.57,2307.4,4108.6,1117100000.0
3.5774,290.71000000000004,2308.0,4109.2,1114500000.0
3.5833,291.84000000000003,2308.5,4109.7,1112000000.0
3.5892,292.98,2309.0,4110.2,1109500000.0
3.5951,294.11,2309.6,4110.8,1106900000.0
3.601,295.25,2310.1,4111.3,1104400000.0
3.6068,296.38,2310.7,4111.8,1101800000.0
3.6126,297.52000000000004,2311.2,4112.4,1099300000.0
3.6184,298.65000000000003,2311.7,4112.9,1096800000.0
3.6242,299.79,2312.3,4113.4,1094200000.0
3.6299,300.92,2312.8,4113.9,1091700000.0
3.6357,302.06,2313.3,4114.5,1089200000.0
3.6414,303.19,2313.8,4115.0,1086600000.0
3.647,304.33,2314.4,4115.5,1084100000.0
3.6527,305.46000000000004,2314.9,4116.0,1081500000.0
3.6583,306.6,2315.4,4116.5,1079000000.0
3.6639,307.73,2315.9,4117.0,1076500000.0
3.6695,308.86,2316.4,4117.5,1073900000.0
3.6751,310.0,2316.9,4118.0,1071400000.0
3.6806,311.13,2317.4,4118.5,1068800000.0
3.6861,312.27000000000004,2317.9,4119.0,1066300000.0
3.6916,313.40000000000003,2318.4,4119.5,1063800000.0
3.6971,314.53000000000003,2318.9,4120.0,1061200000.0
3.7026,315.67,2319.4,4120.5,1058700000.0
3.708,316.8,2319.9,4121.0,1056100000.0
3.7134,317.93,2320.4,4121.5,1053600000.0
3.7188,319.06,2320.9,4122.0,1051100000.0
3.7241,320.19,2321.4,4122.5,1048500000.0
3.7295,321.33,2321.9,4123.0,1046000000.0
3.7348,322.46000000000004,2322.4,4123.5,1043500000.0
3.7401,323.59000000000003,2322.9,4123.9,1040900000.0
3.7453,324.72,2323.4,4124.4,1038400000.0
3.7506,325.85,2323.9,4124.9,1035800000.0
3.7558,326.98,2324.3,4125.4,1033300000.0
3.761,328.1,2324.8,4125.9,1030800000.0
3.7662,329.23,2325.3,4126.3,1028200000.0
3.7713,330.36,2325.8,4126.8,1025700000.0
3.7765,331.49,2326.2,4127.3,1023100000.0
3.7816,332.61,2326.7,4127.7,1020600000.0
3.7866,333.74,2327.2,4128.2,1018100000.0
3.7917,334.86,2327.6,4128.6,1015500000.0
3.7967,335.99,2328.1,4129.1,1013000000.0
3.8018,337.11,2328.6,4129.6,1010500000.0
3.8067,338.24,2329.0,4130.0,1007900000.0
3.8117,339.36,2329.5,4130.5,1005400000.0
3.8167,340.48,2329.9,4130.9,1002800000.0
3.8216,341.6,2330.4,4131.4,1000300000.0
3.8265,342.72,2330.8,4131.8,997760000.0
3.8313,343.84000000000003,2331.3,4132.3,995220000.0
3.8362,344.96000000000004,2331.7,4132.7,992680000.0
3.841,346.08000000000004,2332.2,4133.2,990140000.0
3.8458,347.2,2332.6,4133.6,987600000.0
3.8506,348.31,2333.1,4134.0,985060000.0
3.8554,349.43,2333.5,4134.5,982520000.0
3.8601,350.54,2334.0,4134.9,979980000.0
3.8648,351.66,2334.4,4135.4,977450000.0
3.8695,352.77000000000004,2334.8,4135.8,974910000.0
3.8742,353.88,2335.3,4136.2,972370000.0
3.8788,354.99,2335.7,4136.7,969830000.0
3.8834,356.1,2336.1,4137.1,967290000.0
3.888,357.21000000000004,2336.6,4137.5,964750000.0
3.8926,358.32,2337.0,4137.9,962210000.0
3.8971,359.42,2337.4,4138.4,959670000.0
3.9016,360.53000000000003,2337.8,4138.8,957140000.0
3.9061,361.64,2338.3,4139.2,954600000.0
3.9106,362.74,2338.7,4139.6,952060000.0
3.9151,363.84000000000003,2339.1,4140.0,949520000.0
3.9195,364.94,2339.5,4140.4,946980000.0
3.9239,366.04,2339.9,4140.9,944440000.0
3.9283,367.14,2340.4,4141.3,941900000.0
3.9327,368.24,2340.8,4141.7,939360000.0
3.937,369.34000000000003,2341.2,4142.1,936820000.0
3.9413,370.43,2341.6,4142.5,934290000.0
3.9456,371.53000000000003,2342.0,4142.9,931750000.0
3.9499,372.62,2342.4,4143.3,929210000.0
3.9541,373.71000000000004,2342.8,4143.7,926670000.0
3.9584,374.8,2343.2,4144.1,924130000.0
3.9626,375.89,2343.6,4144.5,921590000.0
3.9667,376.98,2344.0,4144.9,919050000.0
3.9709,378.07,2344.4,4145.3,916510000.0
3.975,379.15000000000003,2344.8,4145.7,913980000.0
3.9791,380.23,2345.2,4146.1,911440000.0
3.9832,381.32,2345.6,4146.5,908900000.0
3.9873,382.40000000000003,2346.0,4146.9,906360000.0
3.9913,383.48,2346.4,4147.2,903820000.0
3.9953,384.56,2346.8,4147.6,901280000.0
3.9993,385.63,2347.2,4148.0,898740000.0
4.0033,386.71000000000004,2347.5,4148.4,896200000.0
4.0072,387.78000000000003,2347.9,4148.8,893660000.0
4.0112,388.85,2348.3,4149.2,891130000.0
4.0151,389.92,2348.7,4149.5,888590000.0
4.0189,390.99,2349.1,4149.9,886050000.0
4.0228,392.06,2349.5,4150.3,883510000.0
4.0266,393.13,2349.8,4150.7,880970000.0
4.0304,394.19,2350.2,4151.0,878430000.0
4.0342,395.25,2350.6,4151.4,875890000.0
4.038,396.31,2350.9,4151.8,873350000.0
4.0417,397.37,2351.3,4152.1,870820000.0
4.0454,398.43,2351.7,4152.5,868280000.0
4.0491,399.49,2352.1,4152.9,865740000.0
4.0528,400.54,2352.4,4153.2,863200000.0
4.0565,401.59000000000003,2352.8,4153.6,860660000.0
4.0601,402.65000000000003,2353.1,4154.0,858120000.0
4.0637,403.69,2353.5,4154.3,855580000.0
4.0673,404.74,2353.9,4154.7,853040000.0
4.0709,405.79,2354.2,4155.0,850500000.0
4.0744,406.83000000000004,2354.6,4155.4,847970000.0
4.0779,407.87,2354.9,4155.7,845430000.0
4.0814,408.91,2355.3,4156.1,842890000.0
4.0849,409.95,2355.7,4156.4,840350000.0
4.0883,410.99,2356.0,4156.8,837810000.0
4.0918,412.02000000000004,2356.4,4157.1,835270000.0
4.0952,413.06,2356.7,4157.5,832730000.0
4.0985,414.09000000000003,2357.0,4157.8,830190000.0
4.1019,415.12,2357.4,4158.2,827660000.0
4.1052,416.14000000000004,2357.7,4158.5,825120000.0
4.1086,417.17,2358.1,4158.9,822580000.0
4.1119,418.19,2358.4,4159.2,820040000.0
4.1151,419.21000000000004,2358.8,4159.5,817500000.0
4.1184,420.23,2359.1,4159.9,814960000.0
4.1216,421.25,2359.4,4160.2,812420000.0
4.1248,422.26,2359.8,4160.5,809880000.0
4.128,423.28000000000003,2360.1,4160.9,807340000.0
4.1312,424.29,2360.4,4161.2,804810000.0
4.1343,425.3,2360.8,4161.5,802270000.0
4.1374,426.3,2361.1,4161.9,799730000.0
4.1405,427.31,2361.4,4162.2,797190000.0
4.1436,428.31,2361.8,4162.5,794650000.0
4.1467,429.31,2362.1,4162.8,792110000.0
4.1497,430.31,2362.4,4163.2,789570000.0
4.1527,431.31,2362.7,4163.5,787030000.0
4.1557,432.3,2363.1,4163.8,784500000.0
4.1587,433.29,2363.4,4164.1,781960000.0
4.1616,434.28000000000003,2363.7,4164.4,779420000.0
4.1646,435.27000000000004,2364.0,4164.8,776880000.0
4.1675,436.26,2364.3,4165.1,774340000.0
4.1704,437.24,2364.7,4165.4,771800000.0
4.1732,438.22,2365.0,4165.7,769260000.0
4.1761,439.2,2365.3,4166.0,766720000.0
4.1789,440.18,2365.6,4166.3,764180000.0
4.1817,441.15000000000003,2365.9,4166.6,761650000.0
4.1845,442.12,2366.2,4166.9,759110000.0
4.1872,443.09000000000003,2366.5,4167.3,756570000.0
4.19,444.06,2366.8,4167.6,754030000.0
4.1927,445.02000000000004,2367.2,4167.9,751490000.0
4.1954,445.99,2367.5,4168.2,748950000.0
4.1981,446.95,2367.8,4168.5,746410000.0
4.2007,447.90000000000003,2368.1,4168.8,743870000.0
4.2034,448.86,2368.4,4169.1,741340000.0
4.206,449.81,2368.7,4169.4,738800000.0
4.2086,450.76,2369.0,4169.7,736260000.0
4.2112,451.71000000000004,2369.3,4170.0,733720000.0
4.2137,452.66,2369.6,4170.3,731180000.0
4.2163,453.6,2369.9,4170.5,728640000.0
4.2188,454.54,2370.1,4170.8,726100000.0
4.2213,455.48,2370.4,4171.1,723560000.0
4.2237,456.41,2370.7,4171.4,721020000.0
4.2262,457.35,2371.0,4171.7,718490000.0
4.2286,458.28000000000003,2371.3,4172.0,715950000.0
4.2311,459.21000000000004,2371.6,4172.3,713410000.0
4.2334,460.13,2371.9,4172.6,710870000.0
4.2358,461.05,2372.2,4172.8,708330000.0
4.2382,461.98,2372.5,4173.1,705790000.0
4.2405,462.89000000000004,2372.7,4173.4,703250000.0
4.2428,463.81,2373.0,4173.7,700710000.0
4.2451,464.72,2373.3,4174.0,698180000.0
4.2474,465.63,2373.6,4174.2,695640000.0
4.2497,466.54,2373.9,4174.5,693100000.0
4.2519,467.44,2374.1,4174.8,690560000.0
4.2541,468.35,2374.4,4175.1,688020000.0
4.2563,469.25,2374.7,4175.3,685480000.0
4.2585,470.14000000000004,2375.0,4175.6,682940000.0
4.2607,471.04,2375.2,4175.9,680400000.0
4.2628,471.93,2375.5,4176.2,677860000.0
4.265,472.82,2375.8,4176.4,675330000.0
4.2671,473.71000000000004,2376.0,4176.7,672790000.0
4.2692,474.59000000000003,2376.3,4177.0,670250000.0
4.2712,475.47,2376.6,4177.2,667710000.0
4.2733,476.35,2376.8,4177.5,665170000.0
4.2753,477.22,2377.1,4177.7,662630000.0
4.2773,478.1,2377.4,4178.0,660090000.0
4.2793,478.97,2377.6,4178.3,657550000.0
4.2813,479.83000000000004,2377.9,4178.5,655020000.0
4.2833,480.70000000000005,2378.1,4178.8,652480000.0
4.2852,481.56,2378.4,4179.0,649940000.0
4.2871,482.42,2378.7,4179.3,647400000.0
4.289,483.27000000000004,2378.9,4179.5,644860000.0
4.2909,484.13,2379.2,4179.8,642320000.0
4.2928,484.98,2379.4,4180.1,639780000.0
4.2947,485.82,2379.7,4180.3,637240000.0
4.2965,486.67,2379.9,4180.6,634710000.0
4.2983,487.51,2380.2,4180.8,632170000.0
4.3001,488.35,2380.4,4181.0,629630000.0
4.3019,489.19,2380.7,4181.3,627090000.0
4.3037,490.02000000000004,2380.9,4181.5,624550000.0
4.3054,490.85,2381.2,4181.8,622010000.0
4.3071,491.68,2381.4,4182.0,619470000.0
4.3088,492.5,2381.7,4182.3,616930000.0
4.3105,493.32,2381.9,4182.5,614390000.0
4.3122,494.14000000000004,2382.1,4182.8,611860000.0
4.3139,494.96000000000004,2382.4,4183.0,609320000.0
4.3155,495.77000000000004,2382.6,4183.2,606780000.0
4.3172,496.58000000000004,2382.9,4183.5,604240000.0
4.3188,497.39000000000004,2383.1,4183.7,601700000.0
4.3204,498.19,2383.3,4183.9,599160000.0
4.322,498.99,2383.6,4184.2,596620000.0
4.3235,499.79,2383.8,4184.4,594080000.0
4.3251,500.58000000000004,2384.0,4184.6,591550000.0
4.3266,501.38,2384.3,4184.9,589010000.0
4.3281,502.17,2384.5,4185.1,586470000.0
4.3296,502.95000000000005,2384.7,4185.3,583930000.0
4.3311,503.73,2384.9,4185.5,581390000.0
4.3326,504.51,2385.2,4185.8,578850000.0
4.334,505.29,2385.4,4186.0,576310000.0
4.3354,506.06,2385.6,4186.2,573770000.0
4.3369,506.84000000000003,2385.8,4186.4,571230000.0
4.3383,507.6,2386.1,4186.7,568700000.0
4.3397,508.37,2386.3,4186.9,566160000.0
4.341,509.13,2386.5,4187.1,563620000.0
4.3424,509.89000000000004,2386.7,4187.3,561080000.0
4.3437,510.64000000000004,2386.9,4187.5,558540000.0
4.3451,511.39000000000004,2387.2,4187.8,556000000.0
4.3464,512.14,2387.4,4188.0,553460000.0
4.3477,512.89,2387.6,4188.2,550920000.0
4.349,513.63,2387.8,4188.4,548390000.0
4.3502,514.37,2388.0,4188.6,545850000.0
4.3515,515.11,2388.2,4188.8,543310000.0
4.3527,515.84,2388.4,4189.0,540770000.0
4.3539,516.57,2388.7,4189.2,538230000.0
4.3552,517.3000000000001,2388.9,4189.4,535690000.0
4.3563,518.02,2389.1,4189.6,533150000.0
4.3575,518.75,2389.3,4189.9,530610000.0
4.3587,519.46,2389.5,4190.1,528070000.0
4.3598,520.1800000000001,2389.7,4190.3,525540000.0
4.361,520.89,2389.9,4190.5,523000000.0
4.3621,521.6,2390.1,4190.7,520460000.0
4.3632,522.3000000000001,2390.3,4190.9,517920000.0
4.3643,523.0,2390.5,4191.1,515380000.0
4.3654,523.7,2390.7,4191.3,512840000.0
4.3665,524.4,2390.9,4191.5,510300000.0
4.3675,525.09,2391.1,4191.7,507760000.0
4.3686,525.78,2391.3,4191.9,505230000.0
4.3696,526.47,2391.5,4192.0,502690000.0
4.3706,527.15,2391.7,4192.2,500150000.0
4.3716,527.83,2391.9,4192.4,497610000.0
4.3726,528.5,2392.1,4192.6,495070000.0
4.3736,529.1800000000001,2392.3,4192.8,492530000.0
4.3746,529.85,2392.4,4193.0,489990000.0
4.3755,530.51,2392.6,4193.2,487450000.0
4.3764,531.1700000000001,2392.8,4193.4,484910000.0
4.3774,531.83,2393.0,4193.6,482380000.0
4.3783,532.49,2393.2,4193.7,479840000.0
4.3792,533.14,2393.4,4193.9,477300000.0
4.3801,533.79,2393.6,4194.1,474760000.0
4.381,534.44,2393.7,4194.3,472220000.0
4.3818,535.08,2393.9,4194.5,469680000.0
4.3827,535.72,2394.1,4194.7,467140000.0
4.3835,536.36,2394.3,4194.8,464600000.0
4.3843,536.99,2394.5,4195.0,462070000.0
4.3852,537.63,2394.6,4195.2,459530000.0
4.386,538.25,2394.8,4195.4,456990000.0
4.3868,538.88,2395.0,4195.5,454450000.0
4.3875,539.5,2395.2,4195.7,451910000.0
4.3883,540.11,2395.4,4195.9,449370000.0
4.3891,540.73,2395.5,4196.1,446830000.0
4.3898,541.34,2395.7,4196.2,444290000.0
4.3906,541.94,2395.9,4196.4,441750000.0
4.3913,542.5500000000001,2396.1,4196.6,439220000.0
4.392,543.15,2396.3,4196.8,436680000.0
4.3927,543.74,2396.5,4197.0,434140000.0
4.3934,544.34,2396.6,4197.2,431600000.0
4.3941,544.9300000000001,2396.8,4197.3,429060000.0
4.3948,545.51,2397.0,4197.5,426520000.0
4.3954,546.1,2397.2,4197.7,423980000.0
4.3961,546.6800000000001,2397.4,4197.9,421440000.0
4.3967,547.26,2397.5,4198.0,418910000.0
4.3973,547.83,2397.7,4198.2,416370000.0
4.398,548.4,2397.9,4198.4,413830000.0
4.3986,548.97,2398.1,4198.6,411290000.0
4.3992,549.53,2398.2,4198.7,408750000.0
4.3998,550.09,2398.4,4198.9,406210000.0
4.4004,550.64,2398.6,4199.1,403670000.0
4.4009,551.2,2398.8,4199.2,401130000.0
4.4015,551.75,2398.9,4199.4,398590000.0
4.402,552.29,2399.1,4199.6,396060000.0
4.4026,552.84,2399.3,4199.7,393520000.0
4.4031,553.38,2399.4,4199.9,390980000.0
4.4036,553.91,2399.6,4200.1,388440000.0
4.4042,554.44,2399.7,4200.2,385900000.0
4.4047,554.97,2399.9,4200.4,383360000.0
4.4052,555.5,2400.1,4200.5,380820000.0
4.4057,556.02,2400.2,4200.7,378280000.0
4.4061,556.54,2400.4,4200.8,375750000.0
4.4066,557.0600000000001,2400.6,4201.0,373210000.0
4.4071,557.57,2400.7,4201.2,370670000.0
4.4075,558.08,2400.9,4201.3,368130000.0
4.408,558.58,2401.0,4201.5,365590000.0
4.4084,559.08,2401.2,4201.6,363050000.0
4.4088,559.58,2401.3,4201.8,360510000.0
4.4093,560.08,2401.5,4201.9,357970000.0
4.4097,560.57,2401.6,4202.1,355430000.0
4.4101,561.0600000000001,2401.8,4202.2,352900000.0
4.4105,561.54,2401.9,4202.4,350360000.0
4.4109,562.02,2402.1,4202.5,347820000.0
4.4113,562.5,2402.2,4202.6,345280000.0
4.4116,562.98,2402.4,4202.8,342740000.0
4.412,563.45,2402.5,4202.9,340200000.0
4.4124,563.91,2402.6,4203.1,337660000.0
4.4127,564.38,2402.8,4203.2,335120000.0
4.4131,564.84,2402.9,4203.3,332590000.0
4.4134,565.3000000000001,2403.1,4203.5,330050000.0
4.4137,565.75,2403.2,4203.6,327510000.0
4.4141,566.2,2403.3,4203.8,324970000.0
4.4144,566.65,2403.5,4203.9,322430000.0
4.4147,567.09,2403.6,4204.0,319890000.0
4.415,567.53,2403.8,4204.2,317350000.0
4.4153,567.96,2403.9,4204.3,314810000.0
4.4156,568.4,2404.0,4204.4,312270000.0
4.4159,568.83,2404.1,4204.5,309740000.0
4.4161,569.25,2404.3,4204.7,307200000.0
4.4164,569.6700000000001,2404.4,4204.8,304660000.0
4.4167,570.09,2404.5,4204.9,302120000.0
4.4169,570.51,2404.7,4205.0,299580000.0
4.4172,570.9200000000001,2404.8,4205.2,297040000.0
4.4175,571.33,2404.9,4205.3,294500000.0
4.4177,571.73,2405.0,4205.4,291960000.0
4.4179,572.14,2405.2,4205.5,289430000.0
4.4182,572.53,2405.3,4205.7,286890000.0
4.4184,572.9300000000001,2405.4,4205.8,284350000.0
4.4186,573.32,2405.5,4205.9,281810000.0
4.4188,573.71,2405.6,4206.0,279270000.0
4.419,574.09,2405.8,4206.1,276730000.0
4.4192,574.47,2405.9,4206.2,274190000.0
4.4194,574.85,2406.0,4206.3,271650000.0
4.4196,575.22,2406.1,4206.5,269110000.0
4.4198,575.59,2406.2,4206.6,266580000.0
4.42,575.96,2406.3,4206.7,264040000.0
4.4202,576.32,2406.4,4206.8,261500000.0
4.4203,576.6800000000001,2406.5,4206.9,258960000.0
4.4205,577.0400000000001,2406.7,4207.0,256420000.0
4.4207,577.39,2406.8,4207.1,253880000.0
4.4208,577.74,2406.9,4207.2,251340000.0
4.421,578.08,2407.0,4207.3,248800000.0
4.4212,578.4300000000001,2407.1,4207.4,246270000.0
4.4213,578.77,2407.2,4207.5,243730000.0
4.4214,579.1,2407.3,4207.6,241190000.0
4.4216,579.4300000000001,2407.4,4207.7,238650000.0
4.4217,579.76,2407.5,4207.8,236110000.0
4.4218,580.09,2407.6,4207.9,233570000.0
4.422,580.41,2407.7,4208.0,231030000.0
4.4221,580.72,2407.8,4208.1,228490000.0
4.4222,581.0400000000001,2407.9,4208.2,225950000.0
4.4223,581.35,2408.0,4208.3,223420000.0
4.4224,581.66,2408.1,4208.4,220880000.0
4.4225,581.96,2408.2,4208.5,218340000.0
4.4227,582.26,2408.2,4208.6,215800000.0
4.4228,582.5600000000001,2408.3,4208.7,213260000.0
4.4228,582.85,2408.4,4208.7,210720000.0
4.4229,583.14,2408.5,4208.8,208180000.0
4.423,583.4200000000001,2408.6,4208.9,205640000.0
4.4231,583.71,2408.7,4209.0,203110000.0
4.4232,583.99,2408.8,4209.1,200570000.0
4.4233,584.26,2408.9,4209.2,198030000.0
4.4234,584.53,2408.9,4209.2,195490000.0
4.4234,584.8000000000001,2409.0,4209.3,192950000.0
4.4235,585.07,2409.1,4209.4,190410000.0
4.4236,585.33,2409.2,4209.5,187870000.0
4.4237,585.59,2409.3,4209.6,185330000.0
4.4237,585.84,2409.3,4209.6,182800000.0
4.4238,586.09,2409.4,4209.7,180260000.0
4.4238,586.34,2409.5,4209.8,177720000.0
4.4239,586.58,2409.6,4209.9,175180000.0
4.424,586.82,2409.6,4209.9,172640000.0
4.424,587.0600000000001,2409.7,4210.0,170100000.0
4.4241,587.3000000000001,2409.8,4210.1,167560000.0
4.4241,587.53,2409.8,4210.1,165020000.0
4.4242,587.75,2409.9,4210.2,162480000.0
4.4242,587.97,2410.0,4210.3,159950000.0
4.4242,588.19,2410.1,4210.3,157410000.0
4.4243,588.41,2410.1,4210.4,154870000.0
4.4243,588.62,2410.2,4210.5,152330000.0
4.4244,588.83,2410.2,4210.5,149790000.0
4.4244,589.0400000000001,2410.3,4210.6,147250000.0
4.4244,589.24,2410.4,4210.7,144710000.0
4.4245,589.44,2410.4,4210.7,142170000.0
4.4245,589.63,2410.5,4210.8,139640000.0
4.4245,589.83,2410.5,4210.8,137100000.0
4.4245,590.01,2410.6,4210.9,134560000.0
4.4246,590.2,2410.7,4210.9,132020000.0
4.4246,590.38,2410.7,4211.0,129480000.0
4.4246,590.5600000000001,2410.8,4211.1,126940000.0
4.4246,590.73,2410.8,4211.1,124400000.0
4.4247,590.9,2410.9,4211.2,121860000.0
4.4247,591.07,2410.9,4211.2,119320000.0
4.4247,591.23,2411.0,4211.3,116790000.0
4.4247,591.39,2411.0,4211.3,114250000.0
4.4247,591.5500000000001,2411.1,4211.4,111710000.0
4.4247,591.7,2411.1,4211.4,109170000.0
4.4248,591.85,2411.2,4211.4,106630000.0
4.4248,592.0,2411.2,4211.5,104090000.0
4.4248,592.14,2411.3,4211.5,101550000.0
4.4248,592.28,2411.3,4211.6,99014000.0
4.4248,592.4200000000001,2411.3,4211.6,96475000.0
4.4248,592.5500000000001,2411.4,4211.7,93936000.0
4.4248,592.6800000000001,2411.4,4211.7,91398000.0
4.4248,592.8100000000001,2411.5,4211.7,88859000.0
4.4248,592.9300000000001,2411.5,4211.8,86320000.0
4.4249,593.0500000000001,2411.5,4211.8,83781000.0
4.4249,593.1700000000001,2411.6,4211.8,81242000.0
4.4249,593.28,2411.6,4211.9,78703000.0
4.4249,593.39,2411.6,4211.9,76165000.0
4.4249,593.5,2411.7,4211.9,73626000.0
4.4249,593.6,2411.7,4212.0,71087000.0
4.4249,593.7,2411.7,4212.0,68548000.0
4.4249,593.8000000000001,2411.8,4212.0,66009000.0
4.4249,593.89,2411.8,4212.0,63471000.0
4.4249,593.98,2411.8,4212.1,60932000.0
4.4249,594.07,2411.8,4212.1,58393000.0
4.4249,594.15,2411.9,4212.1,55854000.0
4.4249,594.23,2411.9,4212.1,53315000.0
4.4249,594.3100000000001,2411.9,4212.2,50776000.0
4.4249,594.39,2411.9,4212.2,48238000.0
4.4249,594.46,2411.9,4212.2,45699000.0
4.4249,594.5400000000001,2412.0,4212.2,43160000.0
4.4249,594.61,2412.0,4212.2,40621000.0
4.4249,594.6700000000001,2412.0,4212.3,38082000.0
4.4249,594.74,2412.0,4212.3,35543000.0
4.4249,594.8100000000001,2412.0,4212.3,33005000.0
4.4249,594.87,2412.0,4212.3,30466000.0
4.4249,594.94,2412.1,4212.3,27927000.0
4.4249,595.01,2412.1,4212.3,25388000.0
4.4249,595.08,2412.1,4212.3,22849000.0
4.4249,595.16,2412.1,4212.3,20311000.0
4.4249,595.26,2412.1,4212.4,17772000.0
4.4249,595.37,2412.1,4212.4,15233000.0
4.4249,595.53,2412.1,4212.4,12694000.0
4.4249,595.75,2412.1,4212.4,10155000.0
4.4249,596.14,2412.1,4212.4,7616500.0
4.4249,597.0,2412.1,4212.4,5077600.0
4.4249,600.4,2412.1,4212.4,2538800.0
