#density_[g_m3],pressure_[GPa],temperature_cold_podolak_[K],temperature_hot_nettel_[K],radius_[m]
3.7877,456.16,2177.3,5848.890099009901,678310000.0
3.7908,457.16,2177.6,5851.9400000000005,675770000.0
3.7939,458.17,2177.9,5854.990099009901,673230000.0
3.7969,459.18,2178.3,5858.061386138614,670690000.0
3.8,460.19,2178.6,5861.07,668150000.0
3.8031,461.2,2178.9,5864.061386138614,665610000.0
3.8062,462.21000000000004,2179.2,5866.991089108911,663070000.0
3.8092,463.22,2179.5,5869.961386138614,660530000.0
3.8123,464.23,2179.8,5872.861386138614,658000000.0
3.8154,465.24,2180.1,5875.752941176471,655460000.0
3.8184,466.26,2180.4,5878.661386138614,652920000.0
3.8215,467.27000000000004,2180.6,5881.531683168317,650380000.0
3.8245,468.29,2180.9,5884.38137254902,647840000.0
3.8276,469.3,2181.2,5887.2316831683165,645310000.0
3.8307,470.32,2181.5,5890.050980392157,642770000.0
3.8337,471.34000000000003,2181.8,5892.850980392157,640230000.0
3.8368,472.36,2182.1,5895.6287128712875,637690000.0
3.8398,473.38,2182.4,5898.378431372549,635150000.0
3.8429,474.40000000000003,2182.7,5901.138834951456,632610000.0
3.8459,475.42,2183.0,5903.850980392157,630070000.0
3.849,476.44,2183.2,5906.620588235294,627530000.0
3.852,477.47,2183.5,5909.34705882353,624990000.0
3.8551,478.49,2183.8,5912.007766990291,622450000.0
3.8581,479.52000000000004,2184.1,5914.638834951456,619910000.0
3.8612,480.55,2184.3,5917.34705882353,617380000.0
3.8642,481.58000000000004,2184.6,5920.033009708738,614840000.0
3.8673,482.61,2184.9,5922.656730769231,612300000.0
3.8703,483.64000000000004,2185.2,5925.307766990291,609760000.0
3.8734,484.67,2185.4,5927.907766990292,607220000.0
3.8764,485.70000000000005,2185.7,5930.5,604680000.0
3.8795,486.74,2186.0,5933.107766990292,602140000.0
3.8825,487.78000000000003,2186.2,5935.724999999999,599600000.0
3.8856,488.82,2186.5,5938.325,597070000.0
3.8886,489.86,2186.8,5940.89326923077,594530000.0
3.8917,490.90000000000003,2187.0,5943.425,591990000.0
3.8947,491.94,2187.3,5945.9857142857145,589450000.0
3.8978,492.98,2187.6,5948.492380952381,586910000.0
3.9008,494.03000000000003,2187.8,5951.069230769231,584370000.0
3.9039,495.08000000000004,2188.1,5953.585714285715,581830000.0
3.9069,496.13,2188.3,5956.109433962264,579290000.0
3.91,497.18,2188.6,5958.661904761904,576760000.0
3.913,498.23,2188.8,5961.154716981132,574220000.0
3.9161,499.29,2189.1,5963.654716981132,571680000.0
3.9191,500.35,2189.3,5966.154716981132,569140000.0
3.9222,501.41,2189.6,5968.654716981132,566600000.0
3.9253,502.47,2189.8,5971.154716981132,564060000.0
3.9283,503.53000000000003,2190.1,5973.647663551402,561520000.0
3.9314,504.6,2190.3,5976.147663551402,558980000.0
3.9344,505.67,2190.6,5978.617757009346,556440000.0
3.9374,506.74,2190.8,5981.047663551402,553910000.0
3.9405,507.81,2191.0,5983.540740740741,551370000.0
3.9435,508.88,2191.3,5986.017592592592,548830000.0
3.9466,509.96000000000004,2191.5,5988.517592592593,546290000.0
3.9496,511.04,2191.8,5990.988888888889,543750000.0
3.9527,512.12,2192.0,5993.411009174311,541210000.0
3.9557,513.21,2192.2,5995.911009174312,538670000.0
3.9588,514.29,2192.5,5998.388073394495,536130000.0
3.9618,515.38,2192.7,6000.881818181818,533590000.0
3.9649,516.48,2192.9,6003.388073394495,531060000.0
3.968,517.57,2193.2,6005.854545454546,528520000.0
3.971,518.6700000000001,2193.4,6008.275675675676,525980000.0
3.9741,519.77,2193.6,6010.753153153153,523440000.0
3.9772,520.88,2193.8,6013.253153153153,520900000.0
3.9803,521.98,2194.1,6015.730630630631,518360000.0
3.9834,523.1,2194.3,6018.247321428572,515820000.0
3.9865,524.21,2194.5,6020.725,513280000.0
3.9896,525.33,2194.7,6023.225,510750000.0
3.9927,526.45,2194.9,6025.744247787611,508210000.0
3.9958,527.57,2195.2,6028.297345132743,505670000.0
3.9989,528.7,2195.4,6030.792105263158,503130000.0
4.002,529.83,2195.6,6033.292982456141,500590000.0
4.0051,530.97,2195.8,6035.870175438597,498050000.0
4.0083,532.11,2196.0,6038.387826086957,495510000.0
4.0114,533.25,2196.2,6040.94347826087,492970000.0
4.0145,534.4,2196.4,6043.460344827586,490440000.0
4.0177,535.5500000000001,2196.6,6046.037931034483,487900000.0
4.0209,536.71,2196.9,6048.637931034483,485360000.0
4.024,537.87,2197.1,6051.233333333334,482820000.0
4.0272,539.03,2197.3,6053.806779661017,480280000.0
4.0304,540.2,2197.5,6056.403389830508,477740000.0
4.0336,541.37,2197.7,6059.062711864407,475200000.0
4.0368,542.5500000000001,2197.9,6061.676470588235,472660000.0
4.04,543.73,2198.1,6064.353781512605,470120000.0
4.0432,544.9200000000001,2198.3,6067.05,467590000.0
4.0464,546.11,2198.5,6069.723966942149,465050000.0
4.0497,547.3100000000001,2198.7,6072.401652892562,462510000.0
4.0529,548.52,2198.9,6075.098360655737,459970000.0
4.0562,549.73,2199.0,6077.790163934426,457430000.0
4.0594,550.94,2199.2,6080.52,454890000.0
4.0627,552.16,2199.4,6083.299999999999,452350000.0
4.066,553.39,2199.6,6083.6,449810000.0
4.0666,553.59,2199.7,6083.6,449390000.0
4.0671,553.8000000000001,2199.7,6083.6,448970000.0
4.0677,554.0,2199.7,6083.6,448550000.0
4.0682,554.21,2199.7,6083.6,448120000.0
4.0688,554.41,2199.8,6083.6,447700000.0
4.0693,554.62,2199.8,6083.6,447280000.0
4.0699,554.82,2199.8,6083.6,446850000.0
4.07,554.88,2199.8,6083.6,446750000.0
9.079,554.94,2199.9,6083.6,446620000.0
9.079,554.94,2199.9,6083.6,446620000.0
9.0791,554.95,2199.9,6083.6,446610000.0
9.0791,554.96,2199.9,6083.6,446600000.0
9.0792,554.96,2199.9,6083.6,446600000.0
9.0792,554.97,2199.9,6083.6,446590000.0
9.0792,554.98,2199.9,6083.6,446590000.0
9.0793,554.98,2199.9,6083.6,446580000.0
9.0793,554.99,2199.9,6083.6,446570000.0
9.0793,555.0,2199.9,6083.6,446570000.0
9.0794,555.0,2199.9,6083.6,446560000.0
9.0794,555.01,2199.9,6083.6,446560000.0
9.0794,555.02,2199.9,6083.6,446550000.0
9.0795,555.02,2199.9,6083.6,446540000.0
9.0795,555.03,2199.9,6083.6,446540000.0
9.0795,555.04,2199.9,6083.6,446530000.0
9.0796,555.04,2199.9,6083.6,446520000.0
9.0796,555.0500000000001,2199.9,6083.6,446520000.0
9.0796,555.0600000000001,2199.9,6083.6,446510000.0
9.0797,555.0600000000001,2199.9,6083.6,446510000.0
9.0797,555.07,2199.9,6083.6,446500000.0
9.0797,555.08,2199.9,6083.6,446490000.0
9.0798,555.08,2199.9,6083.6,446490000.0
9.0798,555.09,2199.9,6083.6,446480000.0
9.0799,555.1,2199.9,6083.6,446470000.0
9.0799,555.1,2199.9,6083.6,446470000.0
9.0799,555.11,2199.9,6083.6,446460000.0
9.08,555.12,2199.9,6083.6,446460000.0
9.08,555.12,2199.9,6083.6,446450000.0
9.08,555.13,2199.9,6083.6,446440000.0
9.0801,555.14,2199.9,6083.6,446440000.0
9.0804,555.2,2199.9,6083.6,446380000.0
9.0808,555.27,2199.9,6083.6,446310000.0
9.0811,555.34,2199.9,6083.6,446250000.0
9.0815,555.4,2199.9,6083.6,446190000.0
9.0818,555.47,2199.9,6083.6,446130000.0
9.0822,555.54,2199.9,6083.6,446070000.0
9.0825,555.6,2199.9,6083.6,446010000.0
9.0829,555.6700000000001,2199.9,6083.6,445940000.0
9.0832,555.74,2199.9,6083.6,445880000.0
9.0836,555.8000000000001,2199.9,6083.6,445820000.0
9.0839,555.87,2199.9,6083.6,445760000.0
9.0843,555.94,2199.9,6083.6,445700000.0
9.0846,556.0,2199.9,6083.6,445640000.0
9.0849,556.07,2199.9,6083.6,445580000.0
9.0853,556.14,2199.9,6083.6,445510000.0
9.0856,556.2,2199.9,6083.6,445450000.0
9.086,556.27,2199.9,6083.6,445390000.0
9.0863,556.34,2199.9,6083.6,445330000.0
9.0867,556.4,2199.9,6083.6,445270000.0
9.087,556.47,2199.9,6083.6,445210000.0
9.0874,556.54,2199.9,6083.6,445140000.0
9.0877,556.6,2199.9,6083.6,445080000.0
9.0881,556.6700000000001,2199.9,6083.6,445020000.0
9.0884,556.74,2199.9,6083.6,444960000.0
9.0888,556.8000000000001,2199.9,6083.6,444900000.0
9.0902,557.07,2199.9,6083.6,444650000.0
9.0936,557.73,2199.9,6083.6,444040000.0
9.0971,558.4,2200.0,6083.6,443430000.0
9.1005,559.0600000000001,2200.0,6083.6,442810000.0
9.1039,559.72,2200.0,6083.6,442200000.0
9.1074,560.37,2200.0,6083.6,441590000.0
9.1108,561.03,2200.0,6083.6,440980000.0
9.1142,561.6800000000001,2200.1,6083.6,440370000.0
9.1176,562.34,2200.1,6083.6,439760000.0
9.1209,562.99,2200.1,6083.6,439160000.0
9.1243,563.64,2200.1,6083.6,438550000.0
9.1277,564.2900000000001,2200.1,6083.6,437950000.0
9.131,564.94,2200.1,6083.6,437340000.0
9.1344,565.58,2200.2,6083.6,436740000.0
9.1377,566.23,2200.2,6083.6,436140000.0
9.141,566.87,2200.2,6083.6,435530000.0
9.1443,567.51,2200.2,6083.6,434930000.0
9.1476,568.16,2200.2,6083.6,434330000.0
9.1509,568.8000000000001,2200.3,6083.6,433730000.0
9.1542,569.4300000000001,2200.3,6083.6,433130000.0
9.1575,570.07,2200.3,6083.6,432540000.0
9.1607,570.71,2200.3,6083.6,431940000.0
9.164,571.34,2200.3,6083.6,431340000.0
9.1672,571.97,2200.4,6083.6,430750000.0
9.1705,572.6,2200.4,6083.6,430150000.0
9.1737,573.23,2200.4,6083.6,429560000.0
9.1961,577.58,2200.5,6083.6,425420000.0
9.2274,583.66,2200.7,6083.6,419590000.0
9.2577,589.61,2200.9,6083.6,413830000.0
9.2872,595.4200000000001,2201.0,6083.6,408150000.0
9.3157,601.11,2201.2,6083.6,402550000.0
9.3435,606.66,2201.3,6083.6,397030000.0
9.3705,612.09,2201.5,6083.6,391580000.0
9.3968,617.4,2201.6,6083.6,386210000.0
9.4224,622.58,2201.8,6083.6,380910000.0
9.4473,627.65,2201.9,6083.6,375680000.0
9.4714,632.59,2202.0,6083.6,370530000.0
9.4949,637.4200000000001,2202.2,6083.6,365440000.0
9.5177,642.14,2202.3,6083.6,360430000.0
9.5398,646.75,2202.4,6083.6,355490000.0
9.5613,651.24,2202.5,6083.6,350610000.0
9.5823,655.63,2202.6,6083.6,345800000.0
9.6027,659.9200000000001,2202.8,6083.6,341050000.0
9.6226,664.1,2202.9,6083.6,336370000.0
9.6419,668.1800000000001,2203.0,6083.6,331760000.0
9.6606,672.1700000000001,2203.1,6083.6,327210000.0
9.6788,676.0500000000001,2203.2,6083.6,322720000.0
9.6965,679.84,2203.3,6083.6,318290000.0
9.7137,683.5400000000001,2203.3,6083.6,313920000.0
9.7304,687.15,2203.4,6083.6,309610000.0
9.7467,690.6700000000001,2203.5,6083.6,305370000.0
9.7625,694.1,2203.6,6083.6,301180000.0
9.7779,697.45,2203.7,6083.6,297040000.0
9.793,700.72,2203.8,6083.6,292970000.0
9.8076,703.9,2203.8,6083.6,288950000.0
9.8218,707.0,2203.9,6083.6,284980000.0
9.8356,710.03,2204.0,6083.6,281070000.0
9.849,712.98,2204.1,6083.6,277220000.0
9.8621,715.85,2204.1,6083.6,273410000.0
9.8748,718.6600000000001,2204.2,6083.6,269660000.0
9.8871,721.39,2204.3,6083.6,265960000.0
9.8991,724.0500000000001,2204.3,6083.6,262310000.0
9.9108,726.65,2204.4,6083.6,258720000.0
9.9221,729.1800000000001,2204.4,6083.6,255170000.0
9.9332,731.64,2204.5,6083.6,251660000.0
9.9439,734.0500000000001,2204.6,6083.6,248210000.0
9.9543,736.39,2204.6,6083.6,244810000.0
9.9644,738.6700000000001,2204.7,6083.6,241450000.0
9.9743,740.89,2204.7,6083.6,238130000.0
9.984,743.0600000000001,2204.8,6083.6,234870000.0
9.9933,745.1600000000001,2204.8,6083.6,231640000.0
10.002,747.22,2204.9,6083.6,228470000.0
10.011,749.22,2204.9,6083.6,225330000.0
10.02,751.1700000000001,2204.9,6083.6,222240000.0
10.028,753.07,2205.0,6083.6,219190000.0
10.036,754.9200000000001,2205.0,6083.6,216180000.0
10.044,756.72,2205.1,6083.6,213220000.0
10.052,758.48,2205.1,6083.6,210290000.0
10.06,760.19,2205.2,6083.6,207410000.0
10.067,761.85,2205.2,6083.6,204560000.0
10.074,763.47,2205.2,6083.6,201750000.0
10.081,765.0500000000001,2205.3,6083.6,198990000.0
10.087,766.59,2205.3,6083.6,196260000.0
10.094,768.09,2205.3,6083.6,193560000.0
10.1,769.5500000000001,2205.4,6083.6,190910000.0
10.106,770.97,2205.4,6083.6,188290000.0
10.112,772.35,2205.4,6083.6,185700000.0
10.118,773.69,2205.5,6083.6,183160000.0
10.124,775.0,2205.5,6083.6,180640000.0
10.129,776.28,2205.5,6083.6,178160000.0
10.135,777.52,2205.5,6083.6,175720000.0
10.14,778.73,2205.6,6083.6,173310000.0
10.145,779.9100000000001,2205.6,6083.6,170930000.0
10.15,781.0600000000001,2205.6,6083.6,168590000.0
10.155,782.1700000000001,2205.6,6083.6,166270000.0
10.159,783.26,2205.7,6083.6,163990000.0
10.164,784.32,2205.7,6083.6,161740000.0
10.168,785.35,2205.7,6083.6,159520000.0
10.173,786.35,2205.7,6083.6,157330000.0
10.177,787.32,2205.8,6083.6,155170000.0
10.181,788.27,2205.8,6083.6,153050000.0
10.185,789.2,2205.8,6083.6,150950000.0
10.189,790.1,2205.8,6083.6,148880000.0
10.193,790.97,2205.8,6083.6,146830000.0
10.196,791.82,2205.8,6083.6,144820000.0
10.2,792.65,2205.9,6083.6,142830000.0
10.203,793.46,2205.9,6083.6,140870000.0
10.207,794.25,2205.9,6083.6,138940000.0
10.21,795.01,2205.9,6083.6,137030000.0
10.213,795.76,2205.9,6083.6,135150000.0
10.216,796.48,2205.9,6083.6,133300000.0
10.219,797.19,2206.0,6083.6,131470000.0
10.222,797.87,2206.0,6083.6,129670000.0
10.225,798.5400000000001,2206.0,6083.6,127880000.0
10.228,799.19,2206.0,6083.6,126130000.0
10.23,799.82,2206.0,6083.6,124400000.0
10.233,800.44,2206.0,6083.6,122690000.0
10.236,801.0400000000001,2206.0,6083.6,121010000.0
10.238,801.62,2206.1,6083.6,119350000.0
10.24,802.19,2206.1,6083.6,117710000.0
10.243,802.74,2206.1,6083.6,116100000.0
10.245,803.28,2206.1,6083.6,114500000.0
10.247,803.8000000000001,2206.1,6083.6,112930000.0
10.249,804.3100000000001,2206.1,6083.6,111380000.0
10.251,804.8100000000001,2206.1,6083.6,109860000.0
10.254,805.2900000000001,2206.1,6083.6,108350000.0
10.255,805.76,2206.1,6083.6,106860000.0
10.257,806.22,2206.2,6083.6,105400000.0
10.259,806.6600000000001,2206.2,6083.6,103950000.0
10.261,807.09,2206.2,6083.6,102520000.0
10.263,807.51,2206.2,6083.6,101120000.0
10.265,807.9200000000001,2206.2,6083.6,99729000.0
10.266,808.32,2206.2,6083.6,98361000.0
10.268,808.71,2206.2,6083.6,97011000.0
10.27,809.09,2206.2,6083.6,95680000.0
10.271,809.45,2206.2,6083.6,94367000.0
10.273,809.8100000000001,2206.2,6083.6,93072000.0
10.274,810.1600000000001,2206.2,6083.6,91795000.0
10.275,810.49,2206.2,6083.6,90536000.0
10.277,810.82,2206.3,6083.6,89294000.0
10.278,811.14,2206.3,6083.6,88068000.0
10.279,811.46,2206.3,6083.6,86860000.0
10.281,811.76,2206.3,6083.6,85668000.0
10.282,812.0500000000001,2206.3,6083.6,84493000.0
10.283,812.34,2206.3,6083.6,83334000.0
10.284,812.62,2206.3,6083.6,82190000.0
10.286,812.89,2206.3,6083.6,81062000.0
10.287,813.1600000000001,2206.3,6083.6,79950000.0
10.288,813.4100000000001,2206.3,6083.6,78854000.0
10.289,813.6700000000001,2206.3,6083.6,77772000.0
10.29,813.9100000000001,2206.3,6083.6,76704000.0
10.291,814.15,2206.3,6083.6,75652000.0
10.292,814.38,2206.3,6083.6,74614000.0
10.293,814.6,2206.3,6083.6,73590000.0
10.294,814.82,2206.3,6083.6,72581000.0
10.294,815.0300000000001,2206.3,6083.6,71585000.0
10.295,815.24,2206.3,6083.6,70602000.0
10.296,815.44,2206.3,6083.6,69634000.0
10.297,815.64,2206.4,6083.6,68679000.0
10.298,815.83,2206.4,6083.6,67737000.0
10.299,816.01,2206.4,6083.6,66807000.0
10.299,816.2,2206.4,6083.6,65890000.0
10.3,816.37,2206.4,6083.6,64986000.0
10.301,816.5400000000001,2206.4,6083.6,64095000.0
10.301,816.71,2206.4,6083.6,63215000.0
10.302,816.87,2206.4,6083.6,62348000.0
10.303,817.0300000000001,2206.4,6083.6,61492000.0
10.303,817.1800000000001,2206.4,6083.6,60648000.0
10.304,817.33,2206.4,6083.6,59816000.0
10.305,817.48,2206.4,6083.6,58996000.0
10.305,817.62,2206.4,6083.6,58186000.0
10.306,817.76,2206.4,6083.6,57388000.0
10.306,817.89,2206.4,6083.6,56601000.0
10.307,818.02,2206.4,6083.6,55824000.0
10.307,818.15,2206.4,6083.6,55058000.0
10.308,818.27,2206.4,6083.6,54303000.0
10.308,818.39,2206.4,6083.6,53558000.0
10.309,818.51,2206.4,6083.6,52823000.0
10.309,818.62,2206.4,6083.6,52098000.0
10.31,818.74,2206.4,6083.6,51383000.0
10.31,818.84,2206.4,6083.6,50678000.0
10.311,818.95,2206.4,6083.6,49983000.0
10.311,819.0500000000001,2206.4,6083.6,49297000.0
10.312,819.15,2206.4,6083.6,48621000.0
10.312,819.25,2206.4,6083.6,47953000.0
10.312,819.34,2206.4,6083.6,47296000.0
10.313,819.4300000000001,2206.4,6083.6,46647000.0
10.313,819.52,2206.4,6083.6,46007000.0
10.313,819.61,2206.4,6083.6,45375000.0
10.314,819.7,2206.4,6083.6,44753000.0
10.314,819.7800000000001,2206.4,6083.6,44139000.0
10.314,819.86,2206.4,6083.6,43533000.0
10.315,819.94,2206.4,6083.6,42936000.0
10.315,820.02,2206.4,6083.6,42347000.0
10.315,820.09,2206.4,6083.6,41766000.0
10.316,820.1600000000001,2206.4,6083.6,41193000.0
10.316,820.23,2206.4,6083.6,40628000.0
10.316,820.3000000000001,2206.4,6083.6,40070000.0
10.316,820.37,2206.5,6083.6,39520000.0
10.317,820.44,2206.5,6083.6,38978000.0
10.317,820.5,2206.5,6083.6,38443000.0
10.317,820.5600000000001,2206.5,6083.6,37916000.0
10.317,820.62,2206.5,6083.6,37396000.0
10.318,820.6800000000001,2206.5,6083.6,36883000.0
10.318,820.74,2206.5,6083.6,36376000.0
10.318,820.7900000000001,2206.5,6083.6,35877000.0
10.318,820.85,2206.5,6083.6,35385000.0
10.319,820.9,2206.5,6083.6,34900000.0
10.319,820.95,2206.5,6083.6,34421000.0
10.319,821.0,2206.5,6083.6,33949000.0
10.319,821.0500000000001,2206.5,6083.6,33483000.0
10.319,821.1,2206.5,6083.6,33024000.0
10.32,821.15,2206.5,6083.6,32570000.0
10.32,821.19,2206.5,6083.6,32123000.0
10.32,821.24,2206.5,6083.6,31682000.0
10.32,821.2800000000001,2206.5,6083.6,31248000.0
10.32,821.33,2206.5,6083.6,30819000.0
10.32,821.37,2206.5,6083.6,30396000.0
10.321,821.4100000000001,2206.5,6083.6,29979000.0
10.321,821.45,2206.5,6083.6,29568000.0
10.321,821.49,2206.5,6083.6,29162000.0
10.321,821.52,2206.5,6083.6,28762000.0
10.321,821.5600000000001,2206.5,6083.6,28367000.0
10.321,821.6,2206.5,6083.6,27978000.0
10.321,821.63,2206.5,6083.6,27594000.0
10.322,821.6700000000001,2206.5,6083.6,27216000.0
10.322,821.7,2206.5,6083.6,26843000.0
10.322,821.73,2206.5,6083.6,26474000.0
10.322,821.76,2206.5,6083.6,26111000.0
10.322,821.7900000000001,2206.5,6083.6,25753000.0
10.322,821.83,2206.5,6083.6,25399000.0
10.322,821.86,2206.5,6083.6,25050000.0
10.322,821.88,2206.5,6083.6,24707000.0
10.322,821.9100000000001,2206.5,6083.6,24368000.0
10.323,821.94,2206.5,6083.6,24034000.0
10.323,821.97,2206.5,6083.6,23704000.0
10.323,822.0,2206.5,6083.6,23379000.0
10.323,822.02,2206.5,6083.6,23058000.0
10.323,822.0500000000001,2206.5,6083.6,22742000.0
10.323,822.07,2206.5,6083.6,22430000.0
10.323,822.1,2206.5,6083.6,22122000.0
10.323,822.12,2206.5,6083.6,21818000.0
10.323,822.15,2206.5,6083.6,21519000.0
10.323,822.1700000000001,2206.5,6083.6,21224000.0
10.323,822.19,2206.5,6083.6,20933000.0
10.324,822.21,2206.5,6083.6,20645000.0
10.324,822.24,2206.5,6083.6,20362000.0
10.324,822.26,2206.5,6083.6,20082000.0
10.324,822.2800000000001,2206.5,6083.6,19807000.0
10.324,822.3000000000001,2206.5,6083.6,19536000.0
10.324,822.32,2206.5,6083.6,19268000.0
10.324,822.34,2206.5,6083.6,19003000.0
10.324,822.36,2206.5,6083.6,18742000.0
10.324,822.38,2206.5,6083.6,18485000.0
10.324,822.4,2206.5,6083.6,18232000.0
10.324,822.4200000000001,2206.5,6083.6,17981000.0
10.324,822.44,2206.5,6083.6,17735000.0
10.324,822.45,2206.5,6083.6,17491000.0
10.324,822.47,2206.5,6083.6,17252000.0
10.324,822.49,2206.5,6083.6,17015000.0
10.324,822.51,2206.5,6083.6,16781000.0
10.324,822.52,2206.5,6083.6,16551000.0
10.324,822.5400000000001,2206.5,6083.6,16324000.0
10.325,822.5600000000001,2206.5,6083.6,16100000.0
10.325,822.58,2206.5,6083.6,15879000.0
10.325,822.59,2206.5,6083.6,15661000.0
10.325,822.61,2206.5,6083.6,15446000.0
10.325,822.62,2206.5,6083.6,15234000.0
10.325,822.64,2206.5,6083.6,15025000.0
10.325,822.6600000000001,2206.5,6083.6,14819000.0
10.325,822.6700000000001,2206.5,6083.6,14616000.0
10.325,822.69,2206.5,6083.6,14415000.0
10.325,822.7,2206.5,6083.6,14217000.0
10.325,822.72,2206.5,6083.6,14023000.0
10.325,822.73,2206.5,6083.6,13830000.0
10.325,822.75,2206.5,6083.6,13640000.0
10.325,822.76,2206.5,6083.6,13453000.0
10.325,822.7800000000001,2206.5,6083.6,13269000.0
10.325,822.7900000000001,2206.5,6083.6,13087000.0
10.325,822.8100000000001,2206.5,6083.6,12907000.0
10.325,822.82,2206.5,6083.6,12730000.0
10.325,822.83,2206.5,6083.6,12555000.0
10.325,822.85,2206.5,6083.6,12383000.0
10.325,822.86,2206.5,6083.6,12213000.0
10.325,822.88,2206.5,6083.6,12045000.0
10.325,822.89,2206.5,6083.6,11880000.0
10.325,822.9100000000001,2206.5,6083.6,11717000.0
10.325,822.9200000000001,2206.5,6083.6,11556000.0
10.325,822.9300000000001,2206.5,6083.6,11398000.0
10.325,822.95,2206.5,6083.6,11242000.0
10.325,822.96,2206.5,6083.6,11087000.0
10.325,822.97,2206.5,6083.6,10935000.0
10.325,822.99,2206.5,6083.6,10785000.0
10.325,823.0,2206.5,6083.6,10637000.0
10.325,823.02,2206.5,6083.6,10491000.0
10.325,823.0300000000001,2206.5,6083.6,10347000.0
10.325,823.0400000000001,2206.5,6083.6,10205000.0
10.326,823.0600000000001,2206.5,6083.6,10065000.0
10.326,823.07,2206.5,6083.6,9927300.0
10.326,823.09,2206.5,6083.6,9790800.0
10.326,823.1,2206.5,6083.6,9656800.0
10.326,823.11,2206.5,6083.6,9524100.0
10.326,823.13,2206.5,6083.6,9393300.0
10.326,823.14,2206.5,6083.6,9264400.0
10.326,823.1600000000001,2206.5,6083.6,9137400.0
10.326,823.1700000000001,2206.5,6083.6,9011800.0
10.326,823.19,2206.5,6083.6,8888600.0
10.326,823.2,2206.5,6083.6,8766100.0
10.326,823.21,2206.5,6083.6,8646200.0
10.326,823.23,2206.5,6083.6,8527500.0
10.326,823.24,2206.5,6083.6,8410800.0
10.326,823.26,2206.5,6083.6,8295300.0
10.326,823.27,2206.5,6083.6,8181100.0
10.326,823.2900000000001,2206.5,6083.6,8068800.0
10.326,823.3000000000001,2206.5,6083.6,7958400.0
10.326,823.32,2206.5,6083.6,7849300.0
10.326,823.33,2206.5,6083.6,7741500.0
10.326,823.35,2206.5,6083.6,7635000.0
10.326,823.36,2206.5,6083.6,7530300.0
10.326,823.38,2206.5,6083.6,7427000.0
10.326,823.39,2206.5,6083.6,7325500.0
10.326,823.4100000000001,2206.5,6083.6,7224700.0
10.326,823.4300000000001,2206.5,6083.6,7125800.0
10.326,823.44,2206.5,6083.6,7027600.0
10.326,823.46,2206.5,6083.6,6931200.0
10.326,823.47,2206.5,6083.6,6836200.0
10.326,823.49,2206.5,6083.6,6742400.0
10.326,823.51,2206.5,6083.6,6649900.0
10.326,823.52,2206.5,6083.6,6558600.0
